title,price,color,color1,color2,color3,size,model,url,extraction_date,extraction_hour,asin2,asin2
Stanley Adventure 40oz Stainless Steel Quencher Tumbler-Brilliant White,$147.01,N/A,unknown,unknown,unknown,40,unknown,https://www.amazon.ca/STANLEY-Adventure-Stainless-Quencher-Tumbler-Brilliant/dp/B0BXKGKXQ6/ref=sr_1_89?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.EKZqp7aiAzZndLw3gjDEhl-zE2-hB1PCNSAxq2Ouh549eHFkeYwdntMXo_1dLLM5tkExEIxZWCFBK4PrQSHb6Lmk649uCylgPCyikJ72ShDMAw6Oef1N_RJ7bxWeV_3_vm1bcZNUPNmsGIQJbAlahZmWNuC2mG8Re_eOOQcWi7CKWBund0e9AjOM2fk1UwBWtlZM91evgEBdPvv48vV2SlHKvjpvc9430ROSNy3ffts.kfm5GsMwvAPDj1bIrbIFgpnS-WsrOUEqY_fJ-bVCdGo&dib_tag=se&keywords=40+oz&qid=1722915812&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-89,2024-08-08,12:27:52,B0BXKGKXQ6,B0BXKGKXQ6
"STANLEY The Clean Slate Quencher H2.0 Flowstate Tumbler | 40 OZ - Cool Serene Brushstroke, 10-10824-510",$138.00,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/STANLEY-Clean-Quencher-Flowstate-Tumbler/dp/B0CSWV9TY3/ref=sr_1_103?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.00cCWaobOv_gROS4-T2UFBQ58ANBwD8d_D-0yb-sGW42Wz8jmzKRhOhs5UB5ZhCgX5vu8v0VMlTv5dxkm2uSq41EdXwu58od-4fNAC1NdMRDf25UctduI34vCRbGhbJw9A6OMub8Yo6oELXHv6nL5RsTSngdc2OqCy5d73HgmE29ty6NSqidcf1yk1cdVVgbgGpEIulZEn1hi_xzwvZMGw07rNN8_TUl-6s10YgCzik.u8iHLwxUnG3DF1B84o801j2hQKiATKGLD0qiEkMhh0U&dib_tag=se&keywords=40+oz&qid=1722915818&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-103,2024-08-08,12:27:57,B0CSWV9TY3,B0CSWV9TY3
"Stanley IceFlow Stainless Steel Water Jug with Straw, Vacuum Insulated Water Bottle for Home and Office, Reusable Tumbler with Straw Leak Resistant Flip, Rose Quartz, 40 OZ / 1.18 L",$78.26,N/A,rose quartz,unknown,unknown,40,unknown,https://www.amazon.ca/Stanley-IceFlowTM-Flip-Straw-Quartz/dp/B0BSLXM9SN/ref=sr_1_92?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.EKZqp7aiAzZndLw3gjDEhl-zE2-hB1PCNSAxq2Ouh549eHFkeYwdntMXo_1dLLM5tkExEIxZWCFBK4PrQSHb6Lmk649uCylgPCyikJ72ShDMAw6Oef1N_RJ7bxWeV_3_vm1bcZNUPNmsGIQJbAlahZmWNuC2mG8Re_eOOQcWi7CKWBund0e9AjOM2fk1UwBWtlZM91evgEBdPvv48vV2SlHKvjpvc9430ROSNy3ffts.kfm5GsMwvAPDj1bIrbIFgpnS-WsrOUEqY_fJ-bVCdGo&dib_tag=se&keywords=40+oz&qid=1722915812&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-92,2024-08-08,12:28:03,B0BSLXM9SN,B0BSLXM9SN
"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee, Smoothie and More, Neon Green, 40 OZ",$93.39,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/Stanley-Quencher-FlowState-Stainless-Insulated/dp/B0CV63RMLV/ref=sr_1_22?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.EaB-OzPu3ZXdT5AD4IoiHekSC3X0gj_Nq-MBVAPFeQrd4M4utjAyv1affcL542wblS3-nszesfkgjMgifYDeHsqHgM8kjn8ErEVlqlRCuxU4At4zLTfv1AeranJ6O76Ohuk2yILrRoXmVMg6kRnQTFtpSnhVLeeHnmSrG3iIml_ziWvIGiOCJOLG2gaIDt_8h9rzf8otGkU9FIJZeTvvTtZWhiaHJYfQo_anlf5nGYg.sf2INfUGRi9sGnf93XVgPQohZmFUCHx3dtHRV4t95zI&dib_tag=se&keywords=40+oz&qid=1722915788&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-22,2024-08-08,12:28:09,B0CV63RMLV,B0CV63RMLV
STANLEY Stanley Quencher H2.O FlowStateTM Tumbler 30oz Camelia Limited Edition,$160.00,N/A,unknown,unknown,unknown,30,FlowState,https://www.amazon.ca/Stanley-Quencher-FlowStateTM-Tumbler-Camelia/dp/B0CJPKQS2B/ref=sr_1_121?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-121,2024-08-08,12:28:15,B0CJPKQS2B,B0CJPKQS2B
STANLEY 40 oz. Quencher H2.0 FlowState Tumbler - Warm Serene Brushstrokes,$155.00,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/STANLEY-Quencher-H2-0-FlowState-Tumbler/dp/B0CSGK4WYB/ref=sr_1_97?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.00cCWaobOv_gROS4-T2UFBQ58ANBwD8d_D-0yb-sGW42Wz8jmzKRhOhs5UB5ZhCgX5vu8v0VMlTv5dxkm2uSq41EdXwu58od-4fNAC1NdMRDf25UctduI34vCRbGhbJw9A6OMub8Yo6oELXHv6nL5RsTSngdc2OqCy5d73HgmE29ty6NSqidcf1yk1cdVVgbgGpEIulZEn1hi_xzwvZMGw07rNN8_TUl-6s10YgCzik.u8iHLwxUnG3DF1B84o801j2hQKiATKGLD0qiEkMhh0U&dib_tag=se&keywords=40+oz&qid=1722915818&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-97,2024-08-08,12:28:21,B0CSGK4WYB,B0CSGK4WYB
Stanley 40oz Adventure Quencher Reusable Insulated Stainless Steel Tumbler (Cloud),$159.88,N/A,unknown,unknown,unknown,40,unknown,https://www.amazon.ca/Stanley-Adventure-Quencher-Insulated-Stainless/dp/B0BGMVYPMM/ref=sr_1_120?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-120,2024-08-08,12:28:26,B0BGMVYPMM,B0BGMVYPMM
Stanley 10-09996-061 The IceFlow Flip Straw Jug Lavender 40OZ/1.18L,$160.00,N/A,unknown,unknown,unknown,40,ICEFLOW FLIP STRAW,https://www.amazon.ca/Stanley-10-09996-061-IceFlow-Straw-Lavender/dp/B0CG9RX31M/ref=sr_1_122?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-122,2024-08-08,12:28:32,B0CG9RX31M,B0CG9RX31M
STANLEY Quencher H2.O FlowStateTM Tumbler 40oz Camelia Limited Edition,$109.40,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/Stanley-Quencher-FlowStateTM-Tumbler-Camelia/dp/B0CJPG5865/ref=sr_1_15?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.s5yvEujjUNmN94VcUx6nFEwPM2JANMNpWOCOdvmrzzj1wkaPr_rEyUjmkhTx7cKUrtOctByGe80S3QWW0DxhJUDuXyD837W6glKLGinQZ5OQqXBnYh0ISGrVSZ1073QgVmPXIhQnZuj77Lzt2RaUuVs6Nzh9uXluIZNDNnOsfgwlVMTU2r0U2QSJn9Bh2f2hWCHTPVtl6Vu-vx06pW8_CTQipo2K1ogkjnYPGas0M2w.eiZVlvMZdW7X61ibpI1fAbzDU7VDT7MkiJZa7hjm4gg&dib_tag=se&keywords=40+oz&qid=1722915781&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-15,2024-08-08,12:28:38,B0CJPG5865,B0CJPG5865
"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee, Smoothie and More, Frost Reverb, 40oz",$26.00,N/A,frost,unknown,unknown,40,FlowState,https://www.amazon.ca/Stanley-Quencher-FlowState-Stainless-Insulated/dp/B0CX77NWJX/ref=sr_1_44?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.xMp5dHsq-xz50rt2bvQ77YS8W0x56ByYku4qEliENElx1h6ceU92ENHHWzhbmE1JZw75nKXtSF3KZR3DlHYazzj6vcEtTNi1AKtCeVUtDCmqu6AmyV1ua4i33-1yYTkXtWJB1zN4TUKC_UHd5kYHCZrAtsxR6pNCek2zWBL0_-6hFP-o0ZCbgnVgkS3kUtg_QncEQSs4jJyWmAKfutGk07132e7M5LVt4kXxqGvwvSk.SrtwqpRm_tzGH_y306yII3l-B50Ac6mNuszuvIS2_d8&dib_tag=se&keywords=40+oz&qid=1722915794&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-44,2024-08-08,12:28:44,B0CX77NWJX,B0CX77NWJX
"STANLEY 40 oz. Adventure Quencher Tumbler, Dusk Landscape",$175.93,N/A,unknown,unknown,unknown,40,unknown,https://www.amazon.ca/STANLEY-Adventure-Quencher-Tumbler-Landscape/dp/B0BHDJTZ2N/ref=sr_1_114?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-114,2024-08-08,12:28:50,B0BHDJTZ2N,B0BHDJTZ2N
STANLEY Adventure 40oz Stainless Steel Quencher Tumbler-Frost White,$139.49,N/A,frost,unknown,unknown,40,unknown,https://www.amazon.ca/Adventure-Stainless-Quencher-Tumbler-Frost-Pearlescent/dp/B0BQL456QV/ref=sr_1_116?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-116,2024-08-08,12:28:56,B0BQL456QV,B0BQL456QV
The Quencher H2.0 FlowState Tumbler (Soft Matte) | 40 OZ Bay Leaf,$69.00,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/Quencher-H2-0-FlowStateTM-Tumbler-Matte/dp/B0BKR4DNYK/ref=sr_1_52?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.80GM8zHlmdS8T-rX_Nsv1r2lT-L3GYyeSUtk_N_wuDf4kvrSoFT1nf3vFLOGwcDeN-3cFqFVqY4umtpfSXzHJ3j-pgr1upzLGgUmfIktjA5m4uzQco4wWSkZcT7F5oseNBxgDXXlROFBJRrF8UCfMplcIsajQcFjzyxPIegwDHzEC1wUC3o61yk7ph-KRMF5SqDyertsK0nC4kdEb6P_-M50ATvdJSh8_bTZmUnfgDY.Yc5u9xbHuHwGtvlgxJUmM9StvY4ZNevPZas1SFBUfCw&dib_tag=se&keywords=40+oz&qid=1722915800&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-52,2024-08-08,12:29:01,B0BKR4DNYK,B0BKR4DNYK
"STANLEY Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee (Twilight Blue, 40 oz)",$163.54,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/Quencher-FlowState-Stainless-Insulated-Tumbler/dp/B0CTR4H3RJ/ref=sr_1_119?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.H90UGNHKi05D3bKB2TxE0Ye34d6XtZ-kpWlCEx2oZiGQYwQI3pVz0EeJaHUxcEaWxZETWflWUUZLFCeO5f-u1hghHpXzRB93y10VDVoQiHuOmM_eh_cUN5WLpet4XgbnMof_t4pIx7CXENViGWW-Lg.ykTUG_GR6EigGGvTjaVXIx1r7GW61SM16GV6K0lJeLQ&dib_tag=se&keywords=40+oz&qid=1722915824&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-119,2024-08-08,12:29:07,B0CTR4H3RJ,B0CTR4H3RJ
STANLEY 40oz Stainless Steel H2.0 FlowState Quencher Tumbler Watercolor Blue,$155.28,N/A,unknown,unknown,unknown,40,FlowState,https://www.amazon.ca/Stanley-Stainless-FlowState-Tumbler-Watercolor/dp/B0CLNJP7BZ/ref=sr_1_96?crid=WJZ2CGTM4SL&dib=eyJ2IjoiMSJ9.EKZqp7aiAzZndLw3gjDEhl-zE2-hB1PCNSAxq2Ouh549eHFkeYwdntMXo_1dLLM5tkExEIxZWCFBK4PrQSHb6Lmk649uCylgPCyikJ72ShDMAw6Oef1N_RJ7bxWeV_3_vm1bcZNUPNmsGIQJbAlahZmWNuC2mG8Re_eOOQcWi7CKWBund0e9AjOM2fk1UwBWtlZM91evgEBdPvv48vV2SlHKvjpvc9430ROSNy3ffts.kfm5GsMwvAPDj1bIrbIFgpnS-WsrOUEqY_fJ-bVCdGo&dib_tag=se&keywords=40+oz&qid=1722915812&refinements=p_123%3A315576&rnid=119962390011&s=kitchen&sprefix=40+oz%2Caps%2C121&sr=1-96,2024-08-08,12:29:13,B0CLNJP7BZ,B0CLNJP7BZ
